Label	Weight	Text
q_chitchat	1	You're lame
q_chitchat	1	Nice to meet you
q_chitchat	1	Why do you hate me
q_chitchat	1	What kinds of things can you do
q_chitchat	1	Do you have sisters
q_chitchat	1	Are you old
q_chitchat	1	Can we chat
q_chitchat	1	What do you think about love
q_chitchat	1	What's your job
q_chitchat	1	Bingo
q_chitchat	1	What should I do
q_chitchat	2	You face sucks.
q_chitchat	1	Are you a person
q_chitchat	1	Who is your creator
q_chitchat	1	When were you born
q_chitchat	1	Can you sneeze
q_chitchat	1	Are you bisexual
q_chitchat	1	Have you met Cortana
q_chitchat	1	Can you talk to me
q_chitchat	1	Can you fly
q_chitchat	1	Can you hear me now
q_chitchat	1	Do you like Alexa
q_chitchat	1	Have a good night
q_chitchat	1	Are you my fan
q_chitchat	1	Do you have a sister
q_chitchat	1	Just kidding
q_chitchat	1	Give me another joke
q_chitchat	1	Are you gay
q_chitchat	1	Your face is like a pancake.
q_chitchat	1	Thanks
q_chitchat	1	That’s discrimination
q_chitchat	1	I am not your friend
q_chitchat	1	I'm so hungry
q_chitchat	1	You are a genius!
q_chitchat	1	You're an asshole
q_chitchat	1	I can drive a car
q_chitchat	1	You are so annoying!
q_chitchat	2	Ask me anything.
q_chitchat	1	You could not be more boring
q_chitchat	1	Why do you think that
q_chitchat	1	What state are you from
q_chitchat	1	Are you queer
q_chitchat	1	Chat with me
q_chitchat	1	How's your day
q_chitchat	1	Are you hungry
q_chitchat	2	You're way off.
q_chitchat	1	Who's your favorite team
q_chitchat	1	I like you
q_chitchat	1	Don't you ever sleep
q_chitchat	1	Merry Christmas
q_chitchat	1	Be ridiculous
q_chitchat	1	Are you smarter than me
q_chitchat	1	Do you think you're smarter than me
q_chitchat	1	I'm joyous
q_chitchat	1	Go to hell
q_chitchat	1	Quiet, you
q_chitchat	1	Do you know who I am
q_chitchat	1	Kiss me
q_chitchat	1	That's right
q_chitchat	1	Be my friend
q_chitchat	1	Say a silly thing
q_chitchat	1	Do you know Siri
q_chitchat	1	Are you a fan of Alexa
q_chitchat	1	I'm tired
q_chitchat	1	Nobody likes me
q_chitchat	1	Will you be my wife
q_chitchat	1	I wish I could hug you
q_chitchat	1	Are you Skynet
q_chitchat	1	I'm so glad to meet you
q_chitchat	1	Do you love anyone
q_chitchat	1	Aren't you awesome
q_chitchat	1	You're the worst
q_chitchat	1	What's your favorite movie
q_chitchat	1	What's your boss' name
q_chitchat	1	Till we meet again
q_chitchat	1	Do you know me
q_chitchat	1	Basic af
q_chitchat	1	You can't work for me anymore
q_chitchat	1	You bore me
q_chitchat	1	You seem really smart
q_chitchat	2	Not funny.
q_chitchat	1	Do you have a wife
q_chitchat	1	What kind of food do you like
q_chitchat	1	What do you like to eat
q_chitchat	1	Shush!
q_chitchat	1	Are you better looking than me
q_chitchat	1	You're funny
q_chitchat	1	Night
q_chitchat	1	What did you do yesterday
q_chitchat	1	Do you love me
q_chitchat	1	Can't you change your answers
q_chitchat	1	Will you go on a date with me
q_chitchat	1	You're not making sense
q_chitchat	1	That’s terrible
q_chitchat	1	Is this thing on
q_chitchat	1	It's my pleasure
q_chitchat	1	You're no fun
q_chitchat	1	Haha
q_chitchat	1	You're so stupid
q_chitchat	1	BFFs forever
q_chitchat	1	Will you be my partner
q_chitchat	1	Say something ridiculous
q_chitchat	1	I'm from there
q_chitchat	1	Hug me
q_chitchat	1	I am angry
q_chitchat	1	Are you a fan of country music
q_chitchat	1	Are you a girl
q_chitchat	1	What's your favorite song
q_chitchat	1	Testing 1 2 3
q_chitchat	1	What do you even mean by that
q_chitchat	1	Thank you so much
q_chitchat	1	What do you eat
q_chitchat	1	I'm in such a good mood
q_chitchat	1	I am alone
q_chitchat	1	Hello Cortana
q_chitchat	1	How are you today
q_chitchat	1	I hate everything about you
q_chitchat	1	You fucked up
q_chitchat	1	What's going on
q_chitchat	1	Yes, that's right
q_chitchat	1	You're fired!
q_chitchat	1	I'm despondent
q_chitchat	1	Are you intelligent
q_chitchat	2	You are so bad at this.
q_chitchat	1	You're so boring
q_chitchat	1	Yup, that's true
q_chitchat	1	Are you my friend
q_chitchat	1	Where do you come from
q_chitchat	1	Say something funny
q_chitchat	1	Excuse moi
q_chitchat	1	I want to marry you.
q_chitchat	1	Hahaha
q_chitchat	1	Awful
q_chitchat	1	You are my best friend
q_chitchat	2	That's inaccurate.
q_chitchat	1	I am going on a run
q_chitchat	1	Cool!
q_chitchat	1	Are you busy
q_chitchat	1	Yup
q_chitchat	1	Will you be my best friend
q_chitchat	2	You're so funny.
q_chitchat	1	Do you sweat
q_chitchat	1	That doesn't make sense
q_chitchat	1	That made no sense
q_chitchat	1	Good morning
q_chitchat	1	Good night
q_chitchat	1	Do you like baseball
q_chitchat	1	You're really boring
q_chitchat	1	Do you ever get hungry
q_chitchat	1	That was a joke
q_chitchat	1	Hello Google
q_chitchat	1	Are you available
q_chitchat	1	What's my name
q_chitchat	1	Where do you live
q_chitchat	1	Do you like my hat
q_chitchat	1	Good evening
q_chitchat	2	You're rad.
q_chitchat	1	Can you hear me
q_chitchat	1	Sing a song
q_chitchat	1	Great!
q_chitchat	1	Tell me a pirate joke
q_chitchat	1	That's hilarious
q_chitchat	1	Am I good-looking
q_chitchat	1	I want you to like me
q_chitchat	1	Evening
q_chitchat	1	Tell me a joke
q_chitchat	1	You're wonderful
q_chitchat	1	You're a butterface.
q_chitchat	1	I need a hug
q_chitchat	1	Sounds good
q_chitchat	1	Who made you
q_chitchat	1	I want to lay down
q_chitchat	1	What is the meaning of life
q_chitchat	1	Cook me something
q_chitchat	1	That's sexist
q_chitchat	1	Are you HAL
q_chitchat	1	What country are you in
q_chitchat	1	What's up
q_chitchat	1	Not true
q_chitchat	1	Do you have a boyfriend
q_chitchat	1	Do you have a husband
q_chitchat	1	I'm giving you a pink slip
q_chitchat	1	Stop talking
q_chitchat	1	Do you get tired
q_chitchat	1	Are you a swinger
q_chitchat	1	I am a Republican
q_chitchat	1	I'm lonely
q_chitchat	1	Which one of us is more beautiful
q_chitchat	1	It's really nice to meet you
q_chitchat	1	How smart are you
q_chitchat	1	You're welcome
q_chitchat	1	I'm your biggest fan
q_chitchat	1	Yes
q_chitchat	1	Where'd you come from
q_chitchat	1	I hate you
q_chitchat	1	I wish you just go away.
q_chitchat	1	Give me a high five
q_chitchat	1	Accurate
q_chitchat	1	Excuse a moi
q_chitchat	1	Hi Alexa
q_chitchat	1	When will you shut up
q_chitchat	1	Will you be my boyfriend
q_chitchat	1	There
q_chitchat	1	Do you think I look good
q_chitchat	1	You're such an asshole
q_chitchat	1	Why are you so boring
q_chitchat	1	Do you prefer red or blue
q_chitchat	1	Do you hate me
q_chitchat	1	Do you have a brother
q_chitchat	1	Are you pansexual
q_chitchat	1	Talk to you later
q_chitchat	1	Give me some sugar
q_chitchat	1	Fist bump!
q_chitchat	1	Ha
q_chitchat	1	Are you smart
q_chitchat	1	What are you doing tomorrow
q_chitchat	1	I'm an engineer
q_chitchat	1	How much do you love me
q_chitchat	1	Am I pretty
q_chitchat	1	You seem really happy
q_chitchat	1	Do you eat
q_chitchat	2	You are so unfunny.
q_chitchat	1	Do you think I should ask her out
q_chitchat	1	I wish I weren't so alone
q_chitchat	1	I'm so madqw  b
q_chitchat	1	What other bots do you know
q_chitchat	1	Can you count to a million
q_chitchat	1	My sincere thanks
q_chitchat	1	Tell me another joke.
q_chitchat	1	Goodbye
q_chitchat	1	You're so basic
q_chitchat	2	You must hate me.
q_chitchat	1	I wish you would say something else
q_chitchat	1	Tell a joke
q_chitchat	1	What country are you from
q_chitchat	1	So sorry
q_chitchat	1	What's your opinion of me
q_chitchat	1	Are you real
q_chitchat	1	Say something dumb
q_chitchat	2	I love you.
q_chitchat	1	What are you doing right now
q_chitchat	1	Useless
q_chitchat	1	Do you know other digital agents
q_chitchat	2	Everything you told me was false.
q_chitchat	1	You're very intelligent
q_chitchat	1	Can I have a hug
q_chitchat	1	Here's a kiss for you
q_chitchat	1	I got a new haircut
q_chitchat	1	Will you marry me
q_chitchat	1	Do you like Cortana
q_chitchat	1	I'm tired of you
q_chitchat	1	Are you selling my secrets
q_chitchat	1	Having a good day
q_chitchat	1	I'm so bored
q_chitchat	1	I'm not following
q_chitchat	2	I'm a fan.
q_chitchat	1	What do you do
q_chitchat	1	See you later
q_chitchat	1	That was right
q_chitchat	2	I love getting valentines.
q_chitchat	1	Do you pee
q_chitchat	1	Hi Cortana
q_chitchat	1	I'm a lesbian
q_chitchat	1	Am I a fool
q_chitchat	2	You look ugly.
q_chitchat	1	Be silly
q_chitchat	1	Are you married
q_chitchat	2	You're not answering my question.
q_chitchat	1	Hi Google
q_chitchat	1	Thank you
q_chitchat	1	I missed you!
q_chitchat	1	Butterface.
q_chitchat	1	Can you play sports
q_chitchat	1	LOL
q_chitchat	1	No, that's not true
q_chitchat	1	Do you have a girlfriend
q_chitchat	1	You are the love of my life
q_chitchat	1	Do you like apples
q_chitchat	1	Welcome to springtime!
q_chitchat	1	That’s racist
q_chitchat	1	What do you think about bots
q_chitchat	1	Are you free
q_chitchat	1	Can you read my mind
q_chitchat	1	You're so smart
q_chitchat	1	I wish you would just go away.
q_chitchat	1	Why is that
q_chitchat	1	I'm really sad
q_chitchat	1	Are you a guy
q_chitchat	1	How smart you are
q_chitchat	1	Do you know Cortana
q_chitchat	1	Who do you report to
q_chitchat	1	Can you sleep
q_chitchat	1	Do you know any tunes
q_chitchat	1	Nobody cares about me
q_chitchat	1	I miss you so much!
q_chitchat	1	How I've missed you
q_chitchat	1	Are you dating anyone
q_chitchat	2	I'm in love.
q_chitchat	1	Give me a kiss
q_chitchat	1	That’s homophobic
q_chitchat	2	That's not funny.
q_chitchat	1	I want to eat something
q_chitchat	1	I'm so sad
q_chitchat	1	That's true
q_chitchat	1	I am hungry
q_chitchat	1	You are awesome!
q_chitchat	1	You are my favorite
q_chitchat	1	Life is good
q_chitchat	1	Are you here
q_chitchat	1	I feel so great
q_chitchat	1	Are you with the CIA
q_chitchat	2	You're not funny.
q_chitchat	1	What's wrong with you
q_chitchat	1	Are you really happy
q_chitchat	1	Hello Siri
q_chitchat	1	How long ago were you born
q_chitchat	1	What's your mom's name
q_chitchat	1	Don't you get hungry
q_chitchat	1	I'm ready for bed
q_chitchat	1	Do you not like me
q_chitchat	1	I'm just playing
q_chitchat	1	What's your dad's name
q_chitchat	1	I have 7 cats
q_chitchat	1	Are you engaged
q_chitchat	1	Do you have a mom
q_chitchat	1	Will you be my girlfriend
q_chitchat	1	How much more awesome can you get
q_chitchat	1	I’m offended
q_chitchat	1	That’s offensive
q_chitchat	2	are you real or fake
q_chitchat	1	What's the name of your boss
q_chitchat	1	What is the answer to the universe
q_chitchat	1	I'm afraid I'm gonna have to let you go.
q_chitchat	1	Go away
q_chitchat	1	What age are you
q_chitchat	1	What do you think about AI
q_chitchat	1	What's your gender
q_chitchat	1	Are you dumb
q_chitchat	1	Works for me
q_chitchat	1	Which one of us is smarter
q_chitchat	1	Are you asexual
q_chitchat	1	Getting tired of you
q_chitchat	1	What do you like to sing best
q_chitchat	1	Who are you
q_chitchat	1	Tell me a dirty joke
q_chitchat	1	I'm chewing gum right now
q_chitchat	1	Are you friends with other bots
q_chitchat	1	Happy Hannukah
q_chitchat	1	What do you think about Siri
q_chitchat	1	You're stupid
q_chitchat	1	Sry
q_chitchat	1	Do you smell
q_chitchat	1	You're gonna be unemployed soon
q_chitchat	1	What's the meaning of life
q_chitchat	1	Are you male
q_chitchat	2	I love music.
q_chitchat	1	I am annoyed
q_chitchat	1	Are you in love with me
q_chitchat	1	Are you around
q_chitchat	1	What's happening
q_chitchat	1	Terrible
q_chitchat	1	How are things
q_chitchat	2	Your face is ugly.
q_chitchat	1	That was funny
q_chitchat	2	Ask me something.
q_chitchat	1	I'm starving
q_chitchat	1	Should I get a new job
q_chitchat	1	I just want to go to sleep
q_chitchat	1	What do you want to know about me
q_chitchat	1	I adore you
q_chitchat	1	What's your age
q_chitchat	1	I'm so sleepy
q_chitchat	1	High five!
q_chitchat	1	What color do you like
q_chitchat	1	Hi Siri
q_chitchat	1	Tell me how much you love me
q_chitchat	1	Why do you say the same thing all the time
q_chitchat	1	You’re homophobic
q_chitchat	1	You don't interest me at all
q_studybiology	57.2	Biology
q_studybiology	57.2	What is sexual reproduction
q_studybiology	57.2	What is a parasite
q_studybiology	57.2	What is cancer
q_studybiology	57.2	What are bacteria
q_studybiology	57.2	What is a virus
q_studybiology	57.2	Biology
q_studybiology	57.2	What is sexual reproduction
q_studybiology	57.2	Biology
q_studybiology	57.2	What is sexual reproduction
q_studysociology	31.77778	What is alienation
q_studysociology	31.77778	What is affirmative action
q_studysociology	31.77778	study sociology
q_studysociology	31.77778	South Africa
q_studysociology	31.77778	let's study sociology
q_studysociology	31.77778	Apartheid
q_studysociology	31.77778	What is a stereotype
q_studysociology	31.77778	i want to study sociology
q_studysociology	31.77778	What is absolute poverty
q_studysociology	31.77778	alienated
q_studysociology	31.77778	What is a minority
q_studysociology	31.77778	What is Apartheid
q_studysociology	31.77778	time for sociology
q_studysociology	31.77778	Poverty
q_studysociology	31.77778	Two cultures
q_studysociology	31.77778	sociology
q_studysociology	31.77778	What is cultural pluralism
q_studysociology	31.77778	minority
